,#,country,gender,age,household_income,education_level,years_from_grad,previous_lang_perf,previous_math_perf,time_in_mins,percent_viewed,views_number,learn_scores,cog_scores
384,i07izj2ecn88m9fwfi07izj2k7ar6hys,Kenya,Male,32,3,2,6.0,3,4,113,100.0,4.0,1.06142606310273,-0.258572851175764
385,jvox44puzlh16w6e6jvox4chozqow2ml,Zambia,Male,28,4,2,2.0,5,3,2,99.99,2.5,0.944881654623697,-0.916130433704649
386,g94ab9pawaestzgjhzzfg94ab9zhvelc,Kenya,Female,29,4,2,5.0,5,4,99,100.0,1.5,1.26271419162423,0.932509876162056
387,tkgekylnropdtkge02z5gul0tots7v0g,Kenya,Female,22,1,2,1.0,4,5,1,53.14,1.5,0.187810071724321,-1.15451003683353
388,4ku9e93z34tx1sud2aic24ku9e93zt4i,Kenya,Female,30,4,3,4.0,5,5,102,84.11500000000001,3.0,0.719693527664991,0.911570503850524
389,9q06ecssm7tizsi959q004llhdi7a4ki,Kenya,Female,23,3,2,-1.0,3,4,109,99.825,1.0,0.0170232092823675,1.45479354452696
390,4b5vg6d6q7c56kl2b564bc95u29wky3e,Kenya,Male,22,3,2,-1.0,4,5,104,100.0,3.0,-0.865073129879985,0.484649226797164
391,ke58yhq9mmh6ncmapke58yhzo5xgry0n,Kenya,Male,27,1,2,3.0,4,5,2,90.9,2.5,-0.278273347002797,0.464692795869621
392,qazlufd3q5m72vk5l6qazlufbfihoijt,Kenya,Female,24,2,2,2.0,5,5,2,49.55,3.5,0.175707113513075,-0.725567335791814
393,9f4r3ecrqvfq3uec9f4rco60yq7hdhca,Kenya,Male,27,3,2,1.0,5,5,5,100.0,3.0,0.0385576133999036,-0.151584518037547
394,4xyefrptdbmeu3qw4xyel1xhv53n3xkg,Uganda,Male,27,2,2,-2.0,5,4,2,72.91499999999999,4.0,-0.909426483213777,-1.26915609339876
395,nxltkigi2vcj8o9sp8pnxltkigyc5cgn,Sudan,Female,25,2,2,1.0,4,3,9,99.83,4.0,-0.66124121594918,-0.483025419781713
396,7fxablfdcmwvvl5ukhfn7fxabiotb2o1,Nigeria,Male,26,1,3,2.0,5,4,5,100.0,1.5,0.572157798394153,0.606999578667427
397,np1iz4io7d5izuz4c0eesuinp1iz4vlr,Kenya,Male,35,4,2,10.0,5,5,82,80.235,3.0,0.500670385954991,1.00823897315698
398,xgwt6sp18ubgestkih5j9xgwt6puj2dw,Kenya,Male,22,1,2,-1.0,5,5,78,82.03,1.5,-0.808419193246974,0.332561328076643
399,5yslgpjkaa2fbkr99i5yslgpdb7wprlv,Nigeria,Male,27,4,3,3.0,4,5,82,100.0,3.5,1.49311454986299,-0.317225516925073
400,fmlp8knieyxhm034o3fml33s3cfvgxtw,Nigeria,Male,32,2,1,5.0,5,5,84,100.0,3.0,1.37339020399377,1.01059841633615
401,w0jlp9emmbs1smw0jlp90aqqvgz4leit,Kenya,Female,26,1,2,4.0,5,5,80,100.0,2.5,0.140036174885822,-1.05839836727241
402,ebtg9ix1ozeij4makrebtg9ibsva1qxp,Kenya,Female,29,2,2,8.0,5,3,39,98.81,1.5,-1.01876553701919,-0.251273291108931
403,zj79jnpj8g2un7hwsdzj79jnp5poriut,Kenya,Male,27,1,2,2.0,5,5,71,84.42,2.5,-0.238605033447242,0.628458202121848
404,5894czyx25vb6o40k5894hvdq5nrntd8,Kenya,Male,27,2,2,0.0,4,5,75,100.0,1.5,-0.266698219588615,0.507796240060707
405,2cs2j497wkcvsxxs2cqowquu18kuj3hz,Kenya,Female,22,5,2,-1.0,5,5,71,100.0,1.0,1.11264983993925,0.919631627823262
406,t75spdna52vh89r3tkd11t75spdforgw,Kenya,Female,25,2,1,2.0,4,4,22,94.615,2.0,-0.121540381522265,-0.256567016073442
407,g6y8tibmjm32p03jn3dg6y8tl20mcxyh,Ghana,Female,28,1,3,-1.0,5,4,52,100.0,1.5,0.233882744682955,0.798600944301509
408,i2wubl2wudchjm1i6znpi2wublhtv6cf,Kenya,Male,28,2,2,5.0,5,5,58,100.0,1.0,-0.0624603228337214,-1.83247979210917
409,03o795a6ewbzoc9w03o7916m09n9ec6y,Kenya,Female,31,5,3,1.0,5,5,23,100.0,1.0,-0.0555029771201295,-0.17440748037291
410,0r5luri38hcxgs9p0uj0o0r5lu4n9r54,Kenya,Male,32,3,2,6.0,5,3,35,94.22,4.0,-0.726794839567013,-2.02498169121408
